Tourist ID,Age,Interests,Preferred Tour Duration,Accessibility,Site Name,Sites Visited,Tour Duration,Route ID,Tourist Rating,System Response Time,Recommendation Accuracy,VR Experience Quality,Satisfaction
2092,22,"['Nature', 'Art']",4,True,Great Wall of China,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",5,2092000,1.1,3.23,92,4.5,3
2093,65,"['Art', 'History', 'Cultural']",7,True,Machu Picchu,"['Colosseum', 'Taj Mahal']",3,2093000,2.9,3.42,99,4.8,3
2094,58,['Cultural'],6,True,Colosseum,"['Great Wall of China', 'Machu Picchu']",5,2094000,1.8,3.11,92,5.0,3
2095,20,['Cultural'],3,True,Colosseum,['Colosseum'],3,2095000,1.5,4.09,90,4.1,3
2096,51,['Nature'],7,True,Machu Picchu,"['Eiffel Tower', 'Taj Mahal']",6,2096000,3.9,2.99,85,4.8,4
2097,70,['Architecture'],6,True,Great Wall of China,['Eiffel Tower'],3,2097000,1.2,1.55,91,4.6,3
2098,18,['History'],4,False,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Colosseum']",9,2098000,2.3,4.54,85,4.3,3
2099,28,"['Nature', 'Architecture', 'History']",7,True,Colosseum,"['Colosseum', 'Eiffel Tower']",4,2099000,1.5,3.66,95,4.8,3
2100,25,"['Art', 'History', 'Nature']",3,False,Great Wall of China,['Taj Mahal'],3,2100000,2.2,3.83,99,4.4,3
2101,33,"['History', 'Architecture']",4,True,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",6,2101000,3.9,4.68,99,4.7,4
2102,55,"['History', 'Architecture', 'Art']",7,True,Taj Mahal,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",6,2102000,1.4,2.09,98,4.5,3
2103,53,"['Cultural', 'Nature', 'History']",7,True,Colosseum,['Eiffel Tower'],2,2103000,4.3,2.83,99,4.3,4
2104,70,['Cultural'],7,True,Machu Picchu,['Colosseum'],2,2104000,3.2,2.5,88,4.6,3
2105,30,"['Architecture', 'Nature']",5,True,Colosseum,"['Machu Picchu', 'Colosseum', 'Great Wall of China']",7,2105000,4.6,4.56,93,4.7,5
2106,25,['Architecture'],5,False,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Eiffel Tower']",5,2106000,3.5,2.58,93,4.6,4
2107,33,"['Architecture', 'Cultural']",5,False,Colosseum,"['Great Wall of China', 'Taj Mahal']",2,2107000,4.2,2.59,92,4.7,4
2108,43,"['Art', 'Nature']",3,False,Eiffel Tower,['Eiffel Tower'],2,2108000,1.6,5.0,87,5.0,3
2109,69,"['Cultural', 'Nature']",8,False,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",4,2109000,2.5,2.39,85,4.8,3
2110,44,"['Architecture', 'History']",6,True,Colosseum,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",4,2110000,3.7,2.07,88,4.3,4
2111,64,['Art'],6,True,Eiffel Tower,['Taj Mahal'],1,2111000,2.6,2.52,97,4.9,3
2112,32,"['History', 'Cultural', 'Art']",6,True,Machu Picchu,"['Great Wall of China', 'Eiffel Tower', 'Machu Picchu']",6,2112000,1.2,3.13,91,4.7,3
2113,25,['Art'],3,False,Eiffel Tower,['Colosseum'],2,2113000,3.2,1.53,94,4.9,3
2114,51,"['Architecture', 'History', 'Cultural']",8,False,Great Wall of China,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",4,2114000,3.6,1.86,95,4.3,4
2115,38,['History'],4,False,Colosseum,['Great Wall of China'],1,2115000,4.3,4.24,96,4.0,4
2116,18,"['Architecture', 'Nature']",7,False,Machu Picchu,"['Machu Picchu', 'Great Wall of China']",2,2116000,4.9,2.67,90,4.7,5
2117,62,"['History', 'Architecture', 'Art']",3,False,Colosseum,['Machu Picchu'],2,2117000,4.9,4.32,93,4.7,5
2118,50,"['Art', 'Nature']",3,False,Great Wall of China,"['Colosseum', 'Machu Picchu', 'Taj Mahal']",4,2118000,1.6,2.21,86,4.8,3
2119,52,"['Cultural', 'History']",4,True,Taj Mahal,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",4,2119000,4.8,3.02,87,4.5,5
2120,48,"['Cultural', 'Architecture']",7,False,Machu Picchu,['Eiffel Tower'],2,2120000,4.6,3.95,98,4.6,5
2121,39,"['Nature', 'Cultural', 'Architecture']",6,True,Machu Picchu,"['Colosseum', 'Taj Mahal']",4,2121000,2.2,3.95,85,4.8,3
2122,18,['Architecture'],3,False,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",6,2122000,2.2,3.8,91,4.7,3
2123,39,"['Nature', 'Architecture', 'Art']",4,False,Great Wall of China,"['Eiffel Tower', 'Machu Picchu', 'Colosseum']",6,2123000,3.6,4.53,85,4.9,4
2124,43,"['Art', 'History']",4,True,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",6,2124000,1.4,2.85,99,4.6,3
2125,46,['Architecture'],3,True,Colosseum,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",4,2125000,2.6,4.07,99,4.8,3
2126,68,"['Architecture', 'Nature']",7,True,Machu Picchu,['Great Wall of China'],2,2126000,4.3,4.3,97,4.8,4
2127,40,"['History', 'Architecture', 'Cultural']",6,False,Colosseum,"['Eiffel Tower', 'Taj Mahal']",5,2127000,2.2,2.56,86,4.8,3
2128,56,"['Architecture', 'Art', 'Nature']",6,True,Eiffel Tower,['Taj Mahal'],2,2128000,4.5,4.39,89,4.7,5
2129,46,['Architecture'],3,False,Machu Picchu,"['Machu Picchu', 'Great Wall of China', 'Taj Mahal']",7,2129000,4.8,2.74,99,4.3,5
2130,47,"['Art', 'Nature']",8,True,Machu Picchu,"['Colosseum', 'Eiffel Tower']",4,2130000,4.9,3.49,92,4.6,5
2131,44,"['Architecture', 'History']",7,False,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",5,2131000,3.6,3.99,95,4.1,4
2132,69,['Art'],4,True,Eiffel Tower,"['Machu Picchu', 'Colosseum']",4,2132000,1.3,2.44,90,4.4,3
2133,54,"['History', 'Nature']",7,True,Machu Picchu,"['Great Wall of China', 'Machu Picchu', 'Taj Mahal']",6,2133000,1.4,2.56,87,4.2,3
2134,45,"['Nature', 'Cultural']",4,True,Colosseum,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",8,2134000,4.3,2.75,95,4.0,4
2135,40,"['Nature', 'Architecture', 'History']",8,True,Great Wall of China,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",7,2135000,4.7,2.79,95,4.4,5
2136,57,['Architecture'],8,False,Great Wall of China,['Great Wall of China'],3,2136000,1.3,2.28,96,4.9,3
2137,48,"['Nature', 'History']",8,False,Taj Mahal,"['Taj Mahal', 'Eiffel Tower']",5,2137000,3.4,3.62,99,4.8,3
2138,26,"['Nature', 'History']",8,True,Machu Picchu,['Machu Picchu'],3,2138000,2.3,2.02,86,4.8,3
2139,66,"['Architecture', 'Nature', 'Art']",5,True,Colosseum,"['Colosseum', 'Great Wall of China']",3,2139000,1.2,2.44,91,4.9,3
2140,20,"['History', 'Nature']",3,True,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",5,2140000,2.1,2.05,97,4.7,3
2141,21,"['Nature', 'Cultural', 'Art']",7,True,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",3,2141000,3.1,4.72,92,4.3,3
2142,26,"['Architecture', 'History']",6,True,Great Wall of China,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",7,2142000,4.6,3.15,85,4.8,5
2143,51,"['Art', 'History', 'Nature']",5,True,Colosseum,"['Eiffel Tower', 'Taj Mahal', 'Machu Picchu']",7,2143000,4.7,3.72,86,4.1,5
2144,44,"['Architecture', 'Art', 'History']",6,False,Great Wall of China,"['Colosseum', 'Great Wall of China']",2,2144000,1.0,3.99,86,5.0,3
2145,19,"['History', 'Nature']",6,True,Machu Picchu,"['Great Wall of China', 'Taj Mahal', 'Eiffel Tower']",5,2145000,3.3,4.99,95,4.1,3
2146,58,['Architecture'],8,True,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",4,2146000,5.0,2.82,100,5.0,5
2147,47,['History'],4,False,Taj Mahal,['Great Wall of China'],3,2147000,4.3,3.68,100,4.2,4
2148,24,['Nature'],7,False,Machu Picchu,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",5,2148000,1.5,1.94,96,4.9,3
2149,34,"['Art', 'Architecture', 'Cultural']",3,True,Colosseum,"['Colosseum', 'Eiffel Tower', 'Machu Picchu']",6,2149000,1.9,4.29,88,4.3,3
2150,60,"['Architecture', 'Art', 'Cultural']",4,True,Great Wall of China,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",3,2150000,2.4,2.37,85,4.7,3
2151,60,"['Art', 'Architecture', 'History']",3,True,Taj Mahal,"['Machu Picchu', 'Colosseum', 'Eiffel Tower']",4,2151000,1.2,2.75,92,4.0,3
2152,41,"['Art', 'Cultural']",7,False,Colosseum,['Taj Mahal'],1,2152000,3.7,4.78,93,5.0,4
2153,22,"['Cultural', 'Art']",3,True,Great Wall of China,['Taj Mahal'],2,2153000,4.5,4.82,85,4.2,5
2154,69,"['Cultural', 'Architecture', 'Nature']",3,False,Great Wall of China,"['Great Wall of China', 'Colosseum', 'Eiffel Tower']",8,2154000,2.8,4.34,96,4.0,3
2155,43,"['Architecture', 'History']",4,False,Taj Mahal,"['Machu Picchu', 'Colosseum']",4,2155000,2.8,4.32,86,4.9,3
2156,60,"['Architecture', 'Cultural']",8,False,Great Wall of China,['Taj Mahal'],1,2156000,2.1,4.9,97,4.0,3
2157,51,"['Architecture', 'History', 'Nature']",4,False,Machu Picchu,"['Taj Mahal', 'Colosseum']",3,2157000,1.8,1.55,90,4.5,3
2158,23,"['Art', 'Architecture', 'Cultural']",8,False,Great Wall of China,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",6,2158000,1.7,2.77,85,4.4,3
2159,34,"['Nature', 'Cultural', 'Architecture']",6,False,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal', 'Machu Picchu']",7,2159000,4.6,2.47,94,4.6,5
2160,48,['Art'],4,True,Eiffel Tower,['Colosseum'],1,2160000,1.9,3.51,99,4.6,3
2161,31,"['Art', 'Nature', 'Architecture']",5,False,Great Wall of China,"['Machu Picchu', 'Eiffel Tower']",5,2161000,4.5,4.28,87,4.2,5
2162,32,"['History', 'Art']",6,False,Taj Mahal,['Colosseum'],3,2162000,2.3,4.77,97,4.3,3
2163,65,"['History', 'Art']",4,False,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",4,2163000,3.1,2.5,95,4.0,3
2164,27,"['History', 'Architecture', 'Art']",3,True,Machu Picchu,"['Colosseum', 'Great Wall of China']",5,2164000,3.6,2.48,89,4.1,4
2165,60,"['History', 'Art', 'Architecture']",7,False,Colosseum,['Taj Mahal'],1,2165000,4.5,4.83,100,5.0,5
2166,31,"['Art', 'Architecture']",3,True,Taj Mahal,"['Taj Mahal', 'Machu Picchu']",3,2166000,1.3,4.94,89,4.4,3
2167,66,['Art'],8,False,Colosseum,"['Great Wall of China', 'Machu Picchu']",5,2167000,1.8,3.72,95,4.6,3
2168,56,"['Cultural', 'Nature', 'Art']",5,True,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",6,2168000,3.8,2.57,86,4.2,4
2169,24,"['Cultural', 'Art']",6,True,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",5,2169000,2.9,3.36,89,4.3,3
2170,41,"['History', 'Cultural', 'Nature']",8,True,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",3,2170000,1.3,2.78,92,4.7,3
2171,60,['History'],6,False,Taj Mahal,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",5,2171000,2.9,3.71,89,4.0,3
2172,20,"['Nature', 'History']",7,True,Taj Mahal,['Taj Mahal'],3,2172000,1.1,4.47,89,4.9,3
2173,22,['Cultural'],6,False,Great Wall of China,"['Great Wall of China', 'Eiffel Tower', 'Machu Picchu']",5,2173000,2.4,3.64,92,4.5,3
2174,61,['Art'],8,True,Colosseum,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",8,2174000,1.1,3.26,100,4.3,3
2175,55,['Architecture'],3,True,Eiffel Tower,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",9,2175000,1.3,3.52,88,4.9,3
2176,33,"['Art', 'Architecture']",8,True,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",5,2176000,4.3,2.86,99,4.1,4
2177,62,['Cultural'],6,True,Great Wall of China,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",8,2177000,3.2,4.7,87,4.4,3
2178,59,['Art'],7,False,Taj Mahal,['Taj Mahal'],3,2178000,3.4,3.83,95,4.2,3
2179,35,"['Architecture', 'Art', 'Cultural']",8,True,Taj Mahal,['Taj Mahal'],2,2179000,4.2,1.99,96,4.4,4
2180,53,"['Art', 'Nature', 'History']",6,True,Machu Picchu,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",7,2180000,3.2,1.51,96,4.3,3
2181,31,['Nature'],7,False,Colosseum,"['Taj Mahal', 'Machu Picchu', 'Great Wall of China']",5,2181000,4.3,2.72,97,4.8,4
2182,51,"['Nature', 'History', 'Art']",8,False,Taj Mahal,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",6,2182000,1.7,1.76,97,4.3,3
2183,41,['Architecture'],7,True,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",4,2183000,2.6,2.93,91,4.0,3
2184,23,"['Art', 'Nature']",7,False,Great Wall of China,"['Taj Mahal', 'Great Wall of China']",4,2184000,4.6,2.22,94,4.4,5
2185,33,['Cultural'],5,True,Eiffel Tower,['Eiffel Tower'],3,2185000,1.7,2.16,92,4.6,3
2186,62,"['Architecture', 'Nature', 'Cultural']",5,True,Eiffel Tower,['Taj Mahal'],3,2186000,2.8,2.84,89,4.2,3
2187,46,"['Nature', 'Architecture']",5,True,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",4,2187000,4.6,4.91,99,4.7,5
2188,67,['Art'],8,True,Taj Mahal,['Eiffel Tower'],1,2188000,4.5,2.22,97,4.2,5
2189,33,['Nature'],3,True,Machu Picchu,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",8,2189000,2.1,4.88,94,4.3,3
2190,64,['Architecture'],8,False,Colosseum,['Colosseum'],2,2190000,1.6,1.76,100,4.0,3
2191,54,"['Nature', 'Art']",3,False,Colosseum,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",7,2191000,3.1,1.56,85,4.5,3
2192,42,"['Art', 'Architecture']",6,True,Machu Picchu,"['Machu Picchu', 'Great Wall of China']",4,2192000,1.4,2.93,95,4.8,3
2193,41,"['Art', 'History', 'Nature']",8,True,Machu Picchu,"['Eiffel Tower', 'Machu Picchu']",2,2193000,4.5,1.73,87,4.9,5
2194,55,"['History', 'Cultural']",6,False,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",8,2194000,4.1,1.87,94,4.7,4
2195,32,"['Cultural', 'Architecture']",8,True,Colosseum,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",8,2195000,2.0,3.74,94,4.9,3
2196,39,"['Architecture', 'Art']",8,False,Great Wall of China,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",5,2196000,3.2,3.42,97,4.6,3
2197,43,"['Architecture', 'Art']",3,True,Colosseum,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",5,2197000,2.2,4.37,96,4.4,3
2198,63,"['Architecture', 'Art']",6,True,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China']",4,2198000,4.9,2.52,95,4.6,5
2199,62,['Art'],6,False,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",6,2199000,2.0,2.19,88,4.9,3
2200,52,"['Cultural', 'History', 'Architecture']",7,False,Machu Picchu,"['Machu Picchu', 'Taj Mahal']",5,2200000,3.7,3.33,96,4.9,4
2201,42,['Art'],4,False,Taj Mahal,"['Colosseum', 'Eiffel Tower']",2,2201000,1.5,1.57,88,4.2,3
2202,60,['Art'],8,True,Eiffel Tower,['Eiffel Tower'],1,2202000,1.3,2.72,89,4.4,3
2203,50,"['History', 'Cultural', 'Art']",8,True,Great Wall of China,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",7,2203000,2.8,4.04,97,4.0,3
2204,46,['Art'],6,False,Taj Mahal,['Taj Mahal'],2,2204000,2.9,2.16,100,5.0,3
2205,22,['History'],5,False,Taj Mahal,"['Eiffel Tower', 'Colosseum']",4,2205000,4.0,3.66,95,4.8,4
2206,69,['History'],4,True,Colosseum,"['Taj Mahal', 'Colosseum']",5,2206000,4.5,4.65,85,4.9,5
2207,23,"['Art', 'Architecture', 'Cultural']",7,False,Machu Picchu,['Machu Picchu'],1,2207000,3.4,1.85,86,4.7,3
2208,34,['Art'],8,False,Eiffel Tower,"['Colosseum', 'Machu Picchu']",6,2208000,2.5,3.96,94,4.2,3
2209,69,"['Art', 'History', 'Cultural']",6,True,Taj Mahal,['Colosseum'],3,2209000,2.9,4.66,100,4.4,3
2210,33,"['History', 'Art']",8,True,Colosseum,['Colosseum'],3,2210000,4.3,4.37,94,4.1,4
2211,55,['Architecture'],5,False,Colosseum,"['Colosseum', 'Great Wall of China', 'Taj Mahal']",7,2211000,2.5,4.55,92,4.9,3
2212,21,['Cultural'],4,True,Great Wall of China,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",6,2212000,3.9,4.44,98,4.1,4
2213,34,"['Cultural', 'Art']",8,False,Great Wall of China,['Taj Mahal'],2,2213000,4.8,3.34,94,4.1,5
2214,33,"['Architecture', 'Art', 'Nature']",4,True,Machu Picchu,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",8,2214000,2.0,1.89,94,4.5,3
2215,32,"['Cultural', 'Art', 'Architecture']",5,False,Eiffel Tower,['Eiffel Tower'],2,2215000,1.6,2.07,87,4.3,3
2216,58,['Architecture'],4,True,Taj Mahal,"['Taj Mahal', 'Eiffel Tower']",3,2216000,4.8,5.0,88,4.3,5
2217,65,"['Nature', 'Art', 'History']",3,True,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Great Wall of China']",7,2217000,1.6,3.04,91,4.6,3
2218,50,['Nature'],8,False,Colosseum,"['Taj Mahal', 'Great Wall of China']",4,2218000,1.5,4.1,94,4.1,3
2219,40,"['History', 'Nature']",4,False,Machu Picchu,"['Taj Mahal', 'Colosseum']",2,2219000,2.7,4.48,99,5.0,3
2220,38,"['Cultural', 'Art', 'Architecture']",5,False,Machu Picchu,['Great Wall of China'],1,2220000,4.0,4.3,100,4.5,4
2221,40,['Architecture'],3,True,Machu Picchu,"['Machu Picchu', 'Taj Mahal', 'Eiffel Tower']",5,2221000,4.5,3.28,98,4.4,5
2222,31,['Architecture'],6,True,Great Wall of China,['Eiffel Tower'],1,2222000,2.8,2.4,94,4.2,3
2223,41,"['Cultural', 'Nature']",4,False,Colosseum,['Great Wall of China'],1,2223000,2.6,4.14,86,4.3,3
2224,25,"['Architecture', 'Art', 'History']",8,True,Machu Picchu,"['Machu Picchu', 'Eiffel Tower']",2,2224000,3.5,4.53,99,4.8,4
2225,28,['Art'],6,False,Taj Mahal,"['Great Wall of China', 'Machu Picchu']",6,2225000,1.9,3.84,92,4.4,3
2226,24,['Cultural'],3,True,Taj Mahal,"['Great Wall of China', 'Taj Mahal']",4,2226000,2.2,4.56,100,4.0,3
2227,69,['Architecture'],3,True,Taj Mahal,['Taj Mahal'],2,2227000,4.9,4.19,98,4.0,5
2228,64,['Art'],3,False,Colosseum,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",3,2228000,4.1,2.74,87,4.5,4
2229,33,['Art'],7,False,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",5,2229000,1.2,4.9,89,4.4,3
2230,27,['Art'],6,False,Machu Picchu,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",5,2230000,4.8,3.0,89,4.2,5
2231,27,"['Art', 'Cultural']",5,True,Eiffel Tower,['Eiffel Tower'],1,2231000,2.9,3.22,85,4.6,3
2232,55,"['Cultural', 'Architecture', 'Art']",8,True,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",2,2232000,4.1,1.99,99,4.8,4
2233,20,"['History', 'Architecture', 'Cultural']",3,True,Machu Picchu,"['Colosseum', 'Great Wall of China']",3,2233000,3.4,2.06,97,4.7,3
2234,50,"['Art', 'History', 'Nature']",3,True,Great Wall of China,"['Taj Mahal', 'Great Wall of China']",5,2234000,2.6,4.7,86,4.4,3
2235,57,"['History', 'Architecture']",6,False,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",4,2235000,3.5,3.2,87,4.6,4
2236,32,['Art'],4,False,Eiffel Tower,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",7,2236000,2.2,4.43,86,4.9,3
2237,61,['History'],3,True,Great Wall of China,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",9,2237000,4.7,2.18,90,4.3,5
2238,57,['Nature'],8,False,Machu Picchu,"['Eiffel Tower', 'Taj Mahal', 'Colosseum']",8,2238000,3.8,2.59,88,4.1,4
2239,36,"['Art', 'Cultural']",5,True,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",7,2239000,3.3,2.12,100,4.6,3
2240,56,['History'],4,True,Machu Picchu,"['Colosseum', 'Taj Mahal']",5,2240000,3.7,4.46,88,4.9,4
2241,54,['Art'],7,True,Machu Picchu,"['Colosseum', 'Taj Mahal']",4,2241000,1.5,2.23,99,4.2,3
2242,36,['Art'],3,False,Eiffel Tower,['Great Wall of China'],3,2242000,4.6,4.55,85,4.5,5
2243,26,['Art'],7,False,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",7,2243000,3.6,4.06,97,4.8,4
2244,39,"['Nature', 'Art']",6,False,Taj Mahal,"['Machu Picchu', 'Taj Mahal']",5,2244000,4.1,2.91,86,4.7,4
2245,45,"['Nature', 'Art', 'Architecture']",5,False,Eiffel Tower,['Colosseum'],1,2245000,2.1,1.74,93,4.6,3
2246,39,['Nature'],6,True,Eiffel Tower,['Colosseum'],3,2246000,4.3,2.42,85,4.7,4
2247,56,['Nature'],6,True,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",7,2247000,3.6,2.12,91,4.8,4
2248,45,"['History', 'Nature', 'Cultural']",3,False,Great Wall of China,"['Colosseum', 'Machu Picchu']",6,2248000,2.4,2.69,94,4.7,3
2249,56,"['Nature', 'Cultural']",7,True,Machu Picchu,"['Eiffel Tower', 'Taj Mahal']",4,2249000,4.0,2.81,87,4.8,4
2250,24,['Art'],4,False,Taj Mahal,['Machu Picchu'],3,2250000,1.2,1.66,97,4.0,3
2251,26,"['Cultural', 'Nature']",8,False,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",3,2251000,2.2,2.9,86,4.3,3
2252,48,['Architecture'],3,False,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",5,2252000,2.5,3.14,95,4.9,3
2253,56,['Architecture'],4,True,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",4,2253000,2.9,3.89,97,4.9,3
2254,41,['Art'],8,False,Great Wall of China,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",8,2254000,3.8,4.22,100,4.5,4
2255,65,"['History', 'Cultural', 'Nature']",3,True,Colosseum,"['Great Wall of China', 'Colosseum', 'Machu Picchu']",6,2255000,1.1,4.48,100,4.2,3
2256,59,"['History', 'Nature', 'Architecture']",6,True,Colosseum,['Great Wall of China'],3,2256000,1.0,3.91,89,4.6,3
2257,49,"['Architecture', 'Cultural']",4,True,Colosseum,"['Colosseum', 'Eiffel Tower']",4,2257000,3.3,4.0,97,4.4,3
2258,55,"['Cultural', 'Nature']",4,True,Machu Picchu,['Eiffel Tower'],2,2258000,1.3,3.59,89,4.8,3
2259,52,"['Cultural', 'Nature']",8,True,Great Wall of China,"['Great Wall of China', 'Machu Picchu', 'Taj Mahal']",7,2259000,4.0,2.75,90,5.0,4
2260,21,['Cultural'],5,False,Great Wall of China,['Eiffel Tower'],2,2260000,4.0,3.72,95,4.7,4
2261,39,"['Nature', 'History']",8,True,Eiffel Tower,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",8,2261000,1.4,2.53,91,4.8,3
2262,26,"['History', 'Cultural']",3,False,Colosseum,['Eiffel Tower'],2,2262000,2.7,2.5,94,4.2,3
2263,43,"['Art', 'Cultural', 'Nature']",4,True,Colosseum,['Colosseum'],2,2263000,4.0,3.45,95,4.0,4
2264,46,"['Architecture', 'History']",6,False,Taj Mahal,"['Colosseum', 'Taj Mahal']",3,2264000,2.6,2.09,92,4.5,3
2265,48,"['Cultural', 'History', 'Architecture']",7,True,Great Wall of China,['Colosseum'],1,2265000,1.2,1.79,92,4.9,3
2266,48,"['History', 'Cultural']",3,False,Eiffel Tower,"['Great Wall of China', 'Machu Picchu']",2,2266000,1.9,2.61,96,4.1,3
2267,68,"['Cultural', 'Architecture', 'History']",6,False,Colosseum,"['Colosseum', 'Great Wall of China']",4,2267000,2.3,3.42,100,4.6,3
2268,42,"['Architecture', 'Nature', 'Art']",5,False,Machu Picchu,"['Colosseum', 'Eiffel Tower']",2,2268000,3.2,2.91,94,4.6,3
2269,64,"['Cultural', 'Nature', 'Architecture']",5,False,Great Wall of China,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",9,2269000,3.9,1.97,87,4.6,4
2270,40,"['Cultural', 'History']",6,True,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",5,2270000,4.0,1.62,99,4.1,4
2271,22,"['Cultural', 'Nature']",4,False,Taj Mahal,['Great Wall of China'],1,2271000,1.9,4.36,96,4.4,3
2272,56,"['Art', 'Nature', 'Architecture']",4,False,Eiffel Tower,"['Great Wall of China', 'Machu Picchu']",4,2272000,3.2,3.18,93,4.8,3
2273,28,"['Cultural', 'Architecture', 'History']",4,False,Colosseum,"['Eiffel Tower', 'Machu Picchu']",5,2273000,3.5,3.63,93,4.9,4
2274,21,"['Nature', 'Cultural']",7,False,Colosseum,['Colosseum'],1,2274000,1.7,3.05,88,4.2,3
2275,63,"['Cultural', 'Architecture', 'History']",8,False,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China']",4,2275000,4.7,4.73,100,4.7,5
2276,41,"['Nature', 'Cultural', 'Architecture']",4,True,Machu Picchu,"['Colosseum', 'Taj Mahal']",3,2276000,2.2,4.57,100,4.7,3
2277,53,"['Nature', 'Architecture', 'Cultural']",7,True,Eiffel Tower,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",6,2277000,3.9,1.57,86,5.0,4
2278,46,"['Art', 'Cultural']",8,True,Great Wall of China,['Colosseum'],3,2278000,1.9,2.97,86,5.0,3
2279,55,"['Architecture', 'Art', 'Cultural']",6,False,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",5,2279000,2.2,1.51,86,4.2,3
2280,27,"['Art', 'History', 'Nature']",8,True,Eiffel Tower,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",6,2280000,2.3,2.0,91,4.0,3
2281,29,['Architecture'],8,True,Colosseum,"['Colosseum', 'Great Wall of China']",3,2281000,2.2,3.26,87,5.0,3
2282,30,['History'],7,True,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",5,2282000,2.8,3.41,94,4.0,3
2283,58,"['Art', 'Architecture', 'Nature']",7,True,Taj Mahal,['Taj Mahal'],1,2283000,1.3,4.35,100,4.6,3
2284,69,['Nature'],8,False,Colosseum,"['Eiffel Tower', 'Machu Picchu']",5,2284000,2.9,4.98,93,4.6,3
